keys|values
biography/works|2
off.|15
likho|1
knees|1
tazzem|1
muslims)|1
defame|65
(ramazan|1
rated|6
basis|97
poisoning|4
religiuos|1
transmission..|7
appropriate,|3
allim-e-deen|1
fed|1
accusing?|1
fide,|1
scets.|1
unfit|3
hossain|1
imediate|2
compressions.|1
independence..|1
sha|2
ism.|2
life...|2
#ramzanmenibol|1
clarity|1
withmy|1
shoud|23
wasif|86
jndian|1
irrelevant...what|1
mafia?|2
laying|2
reciting|4
theoy|1
lovers|3
sequence|7
exaggerating|5
transmission,where|1
firmly|6
blessing.|1
programkhabardaar|1
muslim.|30
temperaments|1
althoughsince|1
payment,|1
down!!!|1
gustakh|21
platform,|2
y?????????|18
xue|1
bhee|1
(apka|1
encubate|1
reprimanded.|1
skirt|1
ceo|5
connivence|1
girl,|2
sounds|16
criticizes|1
neighbours.|1
machine|6
impudence|1
please..|1
truths.|4
relation|12
https://tribune.com.pk/story/1412960/irrfan-khan-gave-spin-bik-gayi-hai-gormint-video-hilarious/|3
lot...|18
mr.dr.|1
crying....|1
control.|4
salam,|4
imperative|2
pakistanis?|2
#aisaynahichalayga.|1
1978|1
yrs|1
december,2017.|1
proofs)|3
(16:30|2
radicalization|1
translation-|2
oversight?|1
lives|220
depater|1
celebs.|4
https://scontent.fakl1-2.fna.fbcdn.net/v/t1.0-9/21686125_943590172446609_4095199902361402706_n.jpg?oh=b09acec5e1e92502f21f021df8df2c2d&oe=5a3c6e86|1
show.show|1
khlail|1
protecting|23
caster|2
muslimmuslims|1
source.copy|1
propelling|1
charisma|1
6-7|6
athourity|1
ulamas.|3
ipl!|1
morning,|1
broadcasting,|1
wider|1
takein|1
searched|1
content..|2
college|18
questions|50
pioneer|1
yasirs|4
presentable|1
citing|2
abc|1
featured|2
scholar.|35
tragedy|3
rules.|25
equally.|2
adoption,|1
zoo.|1
rubies|2
litsen|1
stand|93
massive|9
bolty|1
suddenly,|1
forthwith|4
service|22
pasand.|1
theam|2
asasination|1
relagion|1
usually|29
hatred...i|1
due|310
product)|1
9-1-2017,|1
repute|4
divinding|2
overview|1
showcasing|4
society.reason|1
immidiatly|1
21st|6
zainubs|2
secretary|1
vibe,|1
thinks|14
show.i|2
viciously.|1
aisenahichalega|1
atmosphere|5
verbally|5
permanantly|10
24-5-18|1
superium|1
sexuality...|1
enemies..|1
isrars|5
answers|14
rauf|3
(50%|1
cracking|1
ajenda|1
royal|133
#haider_afghan_(mandokhail)request|1
pained|1
profound|1
him)|1
dking|2
greatest|7
language...|1
ahadith.|1
expatriate|27
mamta|1
high|132
gulzar|1
property|15
sajalaly,|16
separately|7
anger,|1
read.|1
showaapas|1
vedio|5
shows..pls|1
responsibly.|3
artists.|1
proram|3
largest|30
hooks|1
namaz|1
trt|1
pemra.kindly|1
ramdan...|1
bunch|3
https://www.youtubecutter.com/watch/0f42e8d1/|1
shaving|1
prograam..|1
chances|4
slective|1
groups|55
ofcourse|1
accordance|16
ho....|1
alaikum.|10
kumar|5
better|206
malign|47
mobile|144
heresay.|1
abhsing|1
reh.|1
daily|84
fiqh....which|1
crossed,|3
concern...|1
channel/show|2
differnt|1
fasaad|7
groups.his|1
programme(|1
noranis|1
multi|8
10..|1
stunt|10
port|1
saled|2
aaslum|1
improving|9
bulbulay|4
accusations,|2
fine..|1
enetertaiments..|2
sara|4
furtermore|1
dec.|1
aires|1
genuine|2
person!|1
experision|1
weapons|10
speak?|1
aqeedah|2
ideas|18
innocent,|1
show(the|1
sana)|1
claims,|3
lcds|27
don`t|2
practice,|1
2days|2
launch|31
condooms|1
shrill|2
https://www.facebook.com/permalink.php?story_fbid=113818699502553&id=100026232708749&hc_location=ufi|1
stupid,|4
ahle-hadees.|2
whoes|1
obscenty|1
coverage|37
liqait|1
3,4|1
transition).|1
shaytan.|14
blindly|1
organizers,|28
jhungs|1
profession..they|1
afia|2
casters|29
conditions,|3
kehlata|1
persistant|1
compalin.|1
ab|31
earliest.|7
class|19
16:9|27
summi|2
islamism,,,please|1
quos|2
degrading,|1
(astrology).|1
reject|10
deen,|4
chosuuk|1
invetigation|2
eating.|21
abubakar|1
policy...we|1
out!|1
refuted|1
10.50pm|2
trps,|1
lease|1
clips/photoes|1
jibrans|3
wouldnt|4
patients,|2
fr|3
inveiged|1
cables|3
upside|2
london/pakistan.|1
pakiatan.|2
tv,|119
words|696
sister-in-laws|1
youth|130
affairs|17
(sania|2
aasiq|1
sahirs|11
prob,|1
defense.|1
residence/homes|1
wamt|1
teachers,|5
muneeb|75
7.00|1
miscreants.|4
telecast.....|1
shaadi.|1
voulgarity|1
alaihe|5
undertones|1
hec|2
*please|1
swing|1
bhholgaya|1
(q|8
cameras,|2
stisfy|1
enjoys|5
allam|1
importance|7
extremist|21
ballance.|26
hook|5
interfere|9
dost|4
naak|1
directors.|1
demeanour|1
york.|1
differnces|1
institutes,|3
imtaiz|1
film|109
schemes|1
alongside.|1
slaping|1
khalil|260
pleasure|1
telecasted.|2
planing|3
publicity|32
kindlky|1
law.regard:|1
bat.|4
continiously|2
ahlebait|2
blackface,|1
girhain|24
refrain|34
darama.|1
watches|6
matches,|2
speeches.this|6
misconduct.|4
december,|2
jago.|2
dual|15
worst|69
massi|1
show.this|2
compete|2
cloth)|2
membership|2
paractices|1
molana|60
achievements.|2
generation...|1
naik.this|1
ga.|66
rhy|5
management|110
pakistans|80
kabi|2
decency.|5
forceful|1
spritual|1
?please|1
ahl-e-hadiths|1
amry|1
crimes|42
portrayal|6
culture...and|1
disturb|16
molvies|2
,it|45
models|43
indicated|2
generations.|8
afternoon|1
fasting.|21
scale,|1
month?|1
factual.|3
familiar|1
:https://www.youtube.com/watch?v=hsev-roxlqq|1
manuplating|2
yesterday.he|1
mimicry|1
convert|2
civilized|29
degrees,|1
(fb)|2
bhatia|1
okaarwi|1
defames|1
mislead|11
shaks|2
apke|2
disgusting|112
parents...sons|1
movements|1
infact,|2
channel(s)|1
sham|4
http://www.dailymotion.com/video/x59f2za_yeh-log-sue-karenge-tu-unka-susu-nikal-jayega-fawad-chaudhry_news|1
addixtion.|1
sobh|1
liaquat,veena|2
honor|20
broken.|3
cocab|2
drving.|1
hollywood|6
general(r)|1
jahil|4
niqa|1
mrs.|21
sarfaraz|2
16:40)|2
numbers|9
violence.so|1
(walls,|5
biases|2
liquors|1
godess|1
ati|5
shos|1
rupees|7
withoit|1
conditioned|1
transphobia|1
medicince|1
doent|1
vulgarity??|3
qasur|1
closure|2
conviction.|1
.so|11
wives.|4
children..........|1
enthusiastically|1
editing|8
bol...hosted|1
undersigned.|3
muslims.he|1
fine!|1
enforcing|2
crew,|1
childhood|27
mosques|2
shouting|20
progress|28
pic|4
wining|2
channel).|1
geo.|66
scholars..|1
pashtoon)|1
renewed|1
sirf|8
asadullah|1
liqat.|2
paas|1
tax|6
unstability|1
correction,|1
dearly.|1
trailers|5
sit|43
life..|2
najma|7
culprit..i|1
palmistry|1
laiqut|6
culprits.|3
orogramme|1
etc.|199
naik..i|1
conflicts,|2
morality,|1
australian|2
location|25
saddening|1
fixed|5
forums,|1
sustainable|1
rules.this|2
wihout|2
obviously|11
approving|2
(r)|7
leader.|1
fooling|2
tgem|2
universities|7
proof,|10
disturbed.|1
bosoms|1
implying|28
bol).|1
restraint.|1
kahani..|1
october.|1
proposal|3
dec,2017|1
teens|2
afterward|1
tasbub|2
party.|9
wrost|2
image..|1
help.|4
cameraman|13
on24|1
focussing|1
program..spreading|1
sister)|1
masses|50
hindi|173
irresposible|1
hurs.|2
program.thank|1
giflds|2
with,|2
target|49
policy???|2
against,|2
contest|8
quality.|2
bypasses|1
peoles|1
(ashiq|1
embarrassing.|5
phobias,|2
chahiye|2
hearting|1
ummah....he|1
harvesting|1
rapped|1
immediately......|1
roots|2
boards|14
najdi|2
underage|5
extremeism|1
nassir|1
liqat..|1
stuff,|5
heard,|1
scientific|27
(18|1
tg/khawaja|1
business,|5
viwers.he|1
mute|4
(khufia).|1
shamelessness|4
knowledge|92
obstruction|1
generate|7
nakhun|1
engage|6
responsibly|19
jan-2017,|1
unfilthy|1
actionable|2
misplaced|1
home.|8
vulgar,|9
counter|5
mufti.|1
evaporating|1
foreever.|1
decade.|1
29th|16
abnormal|7
blashphemous|4
2017)),|1
saamne|1
dian|1
crimainal|1
timings.|2
slap|10
assumption|1
days??|1
nvite|1
musik|1
dhabi|2
lodhies|1
norani+haneef|1
pamera,|1
interview,|1
clarence|2
karam.and|1
respectively.|2
https://www.instagram.com/p/bsyvdpnfct9/|2
jin|13
logo|8
behind....atleast|3
levy|1
gets|65
acted|18
90423|1
illegal.|8
bhem|1
telivision|2
nessesary|1
28|37
streets.|2
kar|15
future.the|1
rules,|7
suporting|2
diverge|1
restaurants.|1
act,|15
reverence|1
nudity,|10
half|53
dnsg|2
merger.|1
7:15pm|1
https://www.nuj.org.uk/about/nuj-code/|1
going.|2
severed|2
annoyed|3
applying|4
..najam|1
addvers,|1
aways|1
incomplete|3
highlights,|3
5:30-6:00|1
pubic|1
ismimc|1
teaches.|1
youll|6
neechay?|2
exploitation|6
blacklist|6
ad;|1
unproffesional|1
stat|1
constantly|60
urta|1
attached,|2
confrain|1
targets|4
hospitals,|2
board??|1
law|365
fasten|18
presenters|9
cloth|3
waziristan,|2
datol|2
israr|1
advertising|22
hurdle|1
sensitizing|1
alam|45
team,i|4
dunya|52
fatwas.|2
pottery|1
ma|15
apposed|1
https://www.facebook.com/sajidapna/videos/691481411024500/?hc_location=ufi|2
league).|1
hands|26
nov,|1
peemra???|1
coas|4
moulding|4
descrimination|3
....they|8
situation|170
yourself?|1
nayek,|1
banned..!!|1
effort|9
mufti|95
substandard|2
transpeople.|1
movement.|1
protocol.|2
sahir...|2
lighter|1
https://youtu.be/pgr6brzusxs|1
dramas|855
zon|1
fact.|8
revoked.|3
vague.|1
thet|1
complain:|1
laterly,|1
alligete|1
news/amir|2
observation|1
moneeb|1
khouf|1
gracias...|1
registring|1
consider|114
legality|1
fn|2
tactic|5
month..|6
pemra;|1
prokovaction|1
culture.is|1
badly.he|1
facebook|51
fatacize|1
dey|2
dark-skinned.|2
(24/05/18..|1
tv.....i|1
http://jonasxwtq272blog.shotblogs.com/wedding-dresses-edwardian-lace-wedding-dress-1035629|2
shamful|1
commendable!|1
hypocrites|5
blasphormer|1
thinking|22
molvis|14
obviously.|1
excluding|3
else|40
amyone|1
all.islam|1
certain|69
bat|17
eruption|2
capaital|18
asylum|1
owl|1
anarchy,|2
promotions|10
drawing|3
handler|3
12th|2
cooperate|1
badmazhab|1
wednesday,|2
engaging|24
ttrying|1
sirs,|1
constitutionally,|19
sarcass|1
community,|2
nobility|2
inncent|1
stopped|355
pakistan?|14
naooz|1
average|2
channels-in|1
(https://www.youtube.com/watch?v=thd8luwrdjk).|1
watcfull|1
listedl|1
warn|194
gushtak|1
blooger|2
insulting|180
abusr|1
banned.he|1
wrestling|3
abscond|1
perceptions|2
otherwise|144
drama,|13
ban..you|1
hassan|7
remove/publish|2
unbiased|8
1:00|2
poetess|1
frauds|1
battery|13
redicules|1
https://youtu.be/8esh8mclj_k|1
views|76
insecurities|1
(wrongly|2
community.|36
marginalization|11
theyre|26
place.|11
appearences.|1
perody|1
beghairati|1
discontinue|4
validity|1
channel...|10
issus.|1
arise|5
sancity|6
sujession|1
analyse|2
shows;|7
lauqet|1
followed|19
26th.|1
sings|1
similarly,|21
arrises|2
modi|10
attempt|31
outlets.|2
maintained|1
halloween|2
gilgit-baltistan|5
entertainers|1
11:10pm|1
us!|2
mindsets|1
self.|2
fails.|13
stress....|1
together.|2
(a|11
https://www.youtube.com/watch?v=7rwhsipruqa|5
unfair.|3
masaliks|1
creating/looking|1
displaying|41
camera..|2
naeem|4
husaain|2
speachless|1
iqrar|6
run.|4
nabi-pak|1
propaganda,|7
.now|4
for?|7
abid|1
zaheer|2
promot|7
channels...they|3
basis.|23
render|4
thanku|29
(british)|1
kalma|1
all.|84
clifton)|1
province|547
tex|1
ethnicities|6
avoiding|28
ga)|10
reader|18
assalamualikum|1
bans.|28
stance|26
olivia|1
matlb|1
believed|8
etc....|3
bann|170
nike...|1
family.they|1
belief,|1
point|152
common|107
several|49
acts|145
distrbs|1
farell(espn|1
side.|17
kashish-ktn|2
raj.|1
imprisoment.|1
katil|4
celebrity|3
powerplay|1
tgen|2
regulations!|1
kinda|3
pushtoon|13
discusing|1
bruetal|1
actors/actresses.|1
media,which|1
coments|2
analyst.|2
2013|4
sadqay|1
minorities,|2
initiate|13
totally...they|1
sectarianusm|1
habbits|1
shity|1
shathi|1
ahel|2
ewa|1
noorani)|1
oggy|1
youth.|32
2:00pm|1
costumes|5
maslak|72
tak.|2
services|10
niak.|1
unpunished|1
qeemat|2
injured,|1
watchers|1
wth|1
beaten|1
violators|1
qouted|4
questioning|18
thee|1
rhetoric,|1
eyeballs|1
linguistic|4
enclave|5
he(qari|1
farooqs|1
qati|1
ruain|1
.aamir|2
various|58
link;|1
discovery|29
girhen|5
#bangeo|1
punglish|5
aming|4
hani|1
darama,|1
leashed|1
suffering|12
destruction|44
chennel|7
culture,,|5
disallow|3
60%|1
destroying.|1
khan*|1
randomly|4
mosami|1
stop!|3
puppet|7
anum,|1
masses,|2
better..|1
dikati|2
kum|3
khulfa|2
law?|1
barfiat|2
incitinf|1
raz|3
communitys|1
walay|2
dosing|1
outstanding|1
ones)|1
swear.|1
cloths|6
aati).|1
https://www.youtube.com/watch?v=nf6mrj1vfdq|1
auria|1
manager|9
pakistani-american,|1
#banamirliyaqat|4
pertinent|2
mustafa|29
authorization|1
illegaly|2
wwe.and|1
un.bannef|1
helpline.please|1
dignity|53
gues|2
tranmsition|1
wagah|1
bata|5
qmobile,|15
peshawar|21
makkah|8
#pyar|1
aneel|1
laso|1
us...|12
comsian|2
news.i|2
lok|1
bann.|4
labors,|1
shows/films/dramas.|8
ajk|1
notices|18
urgently..as|1
124|1
pakistan!!!!|1
victors|1
precher|1
shalwar.|1
jnity|2
opnely|1
nice|6
activitists|1
violent.|2
consequences,|2
:30pm|1
fear|59
specifically|39
ufc|1
drama.they|1
anti-pak|1
ask|276
compelete|1
aspire|1
faysal|52
comply|5
shitan|1
fittings|54
12:26am|2
permamnetly|1
flirting|1
dawn.com|3
repeatedly,|5
go,|3
her..her|1
sentence.|2
nubuwat|1
speech!|3
magar|1
054|1
shorts,|1
mouth|7
friendship|1
snd|3
debates.|2
repected|1
2018)|4
araam|2
promoting|779
helpless|7
annual|2
penalized|30
eant|1
bycot|1
m.jibran|3
https://web.facebook.com/tehzeebnewss/videos/vb.262991230794913/298869163873786/?type=2&theater|1
show.that|2
misused|4
end|106
scoring|8
characters|42
stories,|2
frustrated,|1
chahty|1
mistakes.|2
fake|490
shaheen|29
bol...|2
ramazan...instead|1
https://www.samaa.tv/urdu/entertainment/2018/01/1005567/|2
gy|2
bears|2
sacrificing|2
alongsid|2
@bolnews|1
quaid|27
hanging|9
discomfort.|1
case..kindly|1
casing|1
secretarian|6
debate,|4
asslamu|1
rendered|10
blured|1
peson|1
karny|1
..as|1
chaleh|1
framing|6
captures|1
implemented|11
haq|8
government|56
rahman.|4
racist,|1
generation?|14
these,|4
islam...pakistan|1
body,|3
,|958
muslims.i|1
emphacise|2
comady|5
islan.|1
naqeeb|5
pacific|2
sharaba|1
exprees|1
jailed|6
rasoolallah|1
trusted|1
notices.|1
threw|3
consist|4
banne.|1
urls|1
agencies|46
tarnished|2
analytical|1
heroes.|2
world,|5
http://distractnow.com/2017/02/20/camera-man-leaks-another-video-of-abb-takk-news-reporter/|1
pattans,|1
expulsion|1
duty,|1
urdu1|84
casualitie|1
shitt|1
receive|2
desperate|4
oragn|2
scolars|3
heat.|1
hands,|2
broadcasts|5
shan-e-ramazzn|1
fourteen|1
them....|1
mattar|1
kahan(turkish)|2
cruelty|2
girhein|8
populism|1
islam-e-show|1
callers.|3
program......|1
https://m.facebook.com/story.php?story_fbid=691580237681284&id=100004879420514|1
mango|15
wear.|1
taseer,|2
forgeting|1
5-3-2018|1
,remove|1
bridal|10
misbehave.|1
wordings.|1
lein....|1
dubbed|10
prosperious|1
benifet|1
liqut|3
opps|1
attack.|2
iam|5
liaquat..qari|1
https://www.facebook.com/%d9%be%d8%a7%d9%88%d8%b1-%d9%be%d9%84%db%92-215722485567779/?hc_ref=newsfeed&fref=nf|1
shuja|1
childern|2
reham|2
homes|28
feudal|1
ehl|2
hosting|207
necessity|1
rahi.|1
fhashi|1
demoralization|2
ve|14
mediums.|1
media..|8
intervention.|1
https://www.youtube.com/watch?v=db6_mwfzdfu|1
demanded...|1
enough.just|1
raees|4
haye|1
(khawarij).|1
wore|1
qaberostan.|1
propagnda|2
comstas|1
accountants|1
tagged|4
noise|27
embarrassing|32
9.|4
violations.gof|1
ayub|1
ruined!|1
kehta|1
violations,|1
polish|1
highcourts|1
banamirliqauat|1
grave|15
mother|50
hypersexualized|1
manipulataes|1
holiday)|2
amir,|1
prophet(pbuh).|1
member|28
lik|2
(over|1
agian.|1
11:55|1
people.our|1
tittly|1
khor|2
https://m.facebook.com/groups/180250488777290?view=permalink&id=1378175802318080|1
grouping.|1
ayhlhadees|1
falsification|2
parent.|1
rounds|1
kae|3
bamned|1
contents.please|1
humiliate|26
unbearable.|3
countrys|17
abdul|14
frustrating,|3
issue,|14
bipolar|1
grounds,|1
https://www.facebook.com/mubeenthemustacheman/videos/692621347581808/?hc_location=ufi|1
ge?|8
sindh.thnx|1
show.ban|1
champion|4
24/05/18|1
disrespectful.she|1
immediately.this|6
shahbaz|4
thankful|35
ranks|1
relagious|1
kazi|1
pcb.|2
92|44
palestine|4
don\\\t|1
babban|1
american|9
alia|2
savages.|1
believes.|4
lying,|4
harrassing|9
towards.|1
matters|41
program/channel|1
programming|3
country|693
facility|4
new.|1
sect,|10
militant|2
unstable|4
radicalising|1
http://fjdhgksf76w444.com|4
adds|209
line|43
outrageously|1
karaam|2
...they|33
jalwa|6
regard|45
chagne|1
muhammad(s.a.w.)|1
inna|1
brenda,roshni|1
civility|2
token|1
rehman..|1
week.|3
disharmoney|1
mehfil|4
sadden|1
anchoer|1
complaint.|25
epitome|1
lisence.|42
jammu|1
https://www.facebook.com/mohammadjibrannasir/posts/829977337197141|1
liaqiat|3
doings.|1
conversion|1
hospital|9
afzal|4
saved....media|1
rap|8
ppc.this|2
agenda...|5
patient|5
spare|2
fear/threat|1
corn|2
dropped|5
popularity.|2
chaoes|1
attachment.|2
happen,|1
cannot|102
wefaqi|1
quiz|17
also...i|10
bura|2
malice|1
fiker.|1
trials|4
worldwide.|6
allege|1
assassination|49
biesed.|1
faced|15
opponents.therefore|1
atif|3
layqat|1
https://web.facebook.com/muhammad.daud.3152/posts/10155198218809101|1
sir,madam,|1
(asay|3
projected|1
3m8go|1
remained|3
inquiry.|1
amira|1
unislamic|69
top/vest|1
behaviour.....|1
law.are|1
picturing|1
voilance.|4
byother|1
hatring|1
spsc|1
transwomen|1
program(sare|1
reason.we|1
blacksheep|4
tribune|7
cant/dont|1
highlighted|23
mahboob|1
line.|1
a.o.a,|1
explicitly.|2
seriousl|1
evils.|3
wariat|55
pathans|2
sponsoring|3
explain.|1
provacy|1
thing?|1
religoius|3
aiding|1
.my|2
scam|3
sread|1
investigating.|1
precedence|2
thanx....|1
unexpectedly.|1
hussain,therefore|1
licenses|2
onformative|1
marsias|1
officer|9
communication|4
straightforward.|1
with.|8
internal|7
badnam|3
ovet|1
other..this|1
aapuss|1
discrimanted|1
geo.they|2
product.|5
inspite|4
purposes...|1
stolen,|1
jamat.|1
certificates|3
humane|1
kon|6
henceforth.|1
sahb|8
offense,|1
add.|8
short,|1
joining|2
taks|1
morals|13
wearing|108
existing|8
shattered|3
khyal|4
pathan|2
eyes|60
wiped|1
invalid,|1
naamoos|2
hand.|4
pedophiles,|1
allama|66
apply|48
actors,|28
supremely|1
a-ghalat|1
issues|239
networking|1
grade|1
kuty|1
penalty|67
pakispak|1
spresprea|1
devil..|1
initiative|1
ne|9
sometime|8
devil.|1
institute.royal|6
master|9
compairing|1
sports,|7
include|23
gana|3
problems..|1
confused|3
vendetta|1
captioned|1
https://www.youtube.com/watch?v=woa_ytcpvdc|1
repetitive|1
behind!|1
unless|24
stakeholders.|1
liaqut,|1
dealy|1
occupied|5
gap|1
fuqhaai|1
unseemly|1
(mostly|1
air??|1
lab|2
translate|1
routine.with|1
francis|1
sucide|4
husain|26
unbearable.it|1
ia|22
any).|1
denominationalism.by|1
campaign.|7
ajwa|4
fiery|2
(words|2
poochta|1
governments|2
permitted|2
non-believers.|1
dept.|1
(ab|1
wajahat|1
fitnas|1
occurs,|1
slaves|1
identities|4
brace|1
inclusion|2
shares|48
draw.|1
suport|3
spech|5
punished|96
pehny)|1
innocents|7
vulgar,male|1
participants.|2
husain,s|1
toxic|1
jerks.|1
123|1
enmities|2
one.this|1
sunday,|3
zenab?|1
thsmatter|1
ipl,kindly|1
religion|300
suni.shiya|1
1040,|1
vindictive|1
anti-military|1
country..shame|3
into.|29
aswj,|2
belly|11
-(people|1
hate-mongering|1
perl|1
kin.|1
secterianism|16
acquisition|1
electronics|5
bigger|1
suuni,|6
g|14
firkass....|1
conspired|2
ammunition.|1
unknow|3
oft-forgiving,|27
blocked.|3
however|22
blowing|3
program..........|1
steps...|1
constitution|114
strengthen|1
jo|42
ban,censored|1
dulux|11
kagaz|1
http://www.unewstv.com/131103/orya-maqbool-jan-telling-how-qauid-e-azam-take-electables-like-imran-khan-is-taking|1
precarious|5
fell|2
condum.|2
outright|3
items.|2
(screenshot|1
shadiyan|1
facilitating|1
balouchistan|32
adminstration|3
confuse|1
us...ban|24
higher|47
auidio|1
makers|26
15th|5
humiliates|1
hy.|5
..if|2
https://twitter.com/insafpk/status/966601108369092608|1
necessary|238
vioelnce.|1
decessions.|1
ramadan.plz|2
13-2-17,|1
naaik|1
andaze|1
patients|8
effects,|1
mushrik.|1
multipal|1
booked|1
fitness|2
(ancor)|1
curent|1
meeting|9
publicity.|8
promotingthe|1
bracketed|1
content.just|1
aswell|2
open.|1
continue..|1
enough!|2
sexuality.|3
bugs|27
them....this|1
5th|7
sorting|1
shows/|2
twitter|11
authority|173
negligence|89
bhensa|17
email,|2
raat|8
husain.|7
women.|57
belongs|18
desensitizing|1
pakistan,which|1
older|6
steps...one|1
affairs(|1
legs|13
needful...|4
https://www.youtube.com/watch?v=rvvugqhip2s|1
think,|3
gaye.|1
resorts|1
hindu?why|27
language.news|1
filthy|40
regulations,|28
https://www.youtube.com/watch?v=pezdszuf6bm|1
khuffia|1
wait.|1
restrained|5
lagta|1
rizvi,|1
are.it|1
muslims..!|1
#lahoreblast|1
programme..|2
kazmi|1
images.|10
2/2/18|1
protesting|7
material.register|1
publicly.|5
liaqatshow|1
acitivst|2
rassi|2
lodhi....he|1
iski|1
sordid|1
staying|3
assassinations.|20
,instead|1
penalised|10
workingwith|3
shold|22
negitive|2
lobby|2
public,|10
actor|97
(midnight|1
sexualised|1
operate.|1
takrb|1
exhibiting|7
mathira.|5
laws.where|1
behayai.|2
secraterian|1
political,|2
industry,|4
importantly|7
sahir.|19
legislation&|4
piece|9
abuses.|1
fragile|4
(24th|1
cancer|3
disrepect|4
prosperity|8
voilation|10
#1|1
talbert|5
painting|4
legal.|1
mehek|1
propagating|39
khyber|3
alai|1
sermons|1
fines|21
thursday*|1
meanings|13
sharbat|3
mulaqat.|1
oclock|1
pleasa|4
9pm|6
putting|171
debates|14
thierchannel|1
apaas|3
zardari|1
10/12|2
dr.liaqat|1
aarifeen|1
province.|111
organs,|1
official|62
rob|1
#geo|1
baralvi|1
hasilpur|1
documentary.|6
shoaib,|1
siblings|2
anti-pakistan.|6
@mahirakhan,|16
ulemae|1
(blackmalier)|1
whereas|13
pf|13
opportunity|12
sactarian|1
-this|1
b-|6
world.they|1
associations|1
10th|2
remain|36
application|8
#pemraactagainstbol|1
humanitarian|3
inshallah|1
(naoozubillah)|1
he.banned|1
fare|2
cartoons.|3
interior|164
langar|1
pakistanies...|1
over,|1
draws|3
mailing|15
roles...womens|1
sakain|1
country?|6
niaz,|1
opposition.|3
ngos|2
(zameer)|1
vagular|1
practiced|1
day..|3
basic.|1
punishments|3
jamoriah|1
baing|1
committ|1
websites|6
ngo,|1
